Intrinsic parameters (fx,fy,cx,cy) [pixel/mm]: 271.756104,271.710297,150.212082,128.845428
Rotation parameters (th_z,th_x,th_z2) [rad/s]: -1.217387,-2.448411,0.184786
Translation parameters (Tcw_x,Tcw_y,Tcw_z) [mm]: -2380.000000,-1065.000000,3200.000000
*C1:1,1,1|154.51|142.39|120.30|138.01|143.65|116.21|12116571,12117500#
*C1:1,1,1|154.62|142.03|120.30|138.01|144.00|116.00|12138275,12139736#
*C1:1,1,1|154.53|142.11|120.30|138.01|143.65|116.21|12162235,12163731#
*C1:1,1,1|154.53|142.11|120.30|138.01|143.65|116.21|12178260,12179656#
*C1:1,1,1|154.51|142.44|120.30|138.01|143.65|116.21|12202355,12202892#
*C1:1,1,1|154.51|142.39|120.30|138.01|143.65|116.21|12218374,12219849#
*C1:1,1,1|154.61|142.36|120.30|138.01|143.65|116.21|12242369,12242911#
*C1:1,1,1|154.53|142.11|120.30|138.01|143.65|116.21|12258392,12259863#
*C1:1,1,1|154.62|142.03|120.30|138.01|144.00|116.00|12282340,12282879#
*C1:1,1,1|154.67|141.83|120.30|138.01|144.00|116.00|12298366,12299804#
*C1:1,1,1|154.54|142.24|120.30|138.01|144.00|116.00|12322361,12323838#
*C1:1,1,1|154.53|142.11|120.30|138.01|143.65|116.21|12338493,12339785#
*C1:1,1,1|154.53|142.11|120.30|138.01|143.65|116.21|12362472,12363964#
*C1:1,1,1|154.62|142.03|120.30|138.01|143.65|116.21|12378507,12379923#
*C1:1,1,1|154.49|142.73|120.30|138.01|143.65|116.21|12402484,12403951#
*C1:1,1,1|154.62|142.03|120.30|138.01|144.00|116.00|12434494,12435040#
*C1:1,1,1|154.62|142.03|120.30|138.01|143.65|116.21|12458494,12459967#
*C1:1,1,1|154.67|141.96|120.30|138.01|143.65|116.21|12474489,12475923#
*C1:1,1,1|154.53|142.11|120.30|138.01|143.65|116.21|12498610,12500088#
*C1:1,1,1|154.53|142.11|120.30|138.01|143.65|116.21|12522603,12524080#
*C1:1,1,1|154.53|142.11|120.30|138.01|143.65|116.21|12538600,12540064#
*C1:1,1,1|154.63|142.16|120.30|138.01|143.65|116.21|12562595,12564080#
*C1:1,1,1|154.54|142.24|120.30|138.01|143.65|116.21|12586620,12588037#
*C1:1,1,1|154.62|142.03|120.30|138.01|144.00|116.00|12602672,12604077#
*C1:1,1,1|154.62|142.03|120.30|138.01|144.00|116.00|12626693,12627249#
*C1:1,1,1|154.62|142.03|120.30|138.01|144.00|116.00|12642621,12644419#
*C1:1,1,1|154.51|142.44|120.30|138.01|143.65|116.21|12666741,12667285#
*C1:1,1,1|154.53|142.11|120.30|138.01|143.65|116.21|12682738,12684184#
*C1:1,1,1|154.53|142.11|120.30|138.01|143.65|116.21|12706744,12707292#
*C1:1,1,1|154.49|142.73|120.30|138.01|143.65|116.21|12722735,12724171#
*C1:1,1,1|154.51|142.39|120.30|138.01|143.65|116.21|12746815,12747367#
*C1:1,1,1|154.51|142.39|120.30|138.01|143.65|116.21|12762747,12764193#
*C1:1,1,1|154.58|141.91|120.30|138.01|144.00|116.00|12786751,12787301#
*C1:1,1,1|154.59|142.14|120.30|138.01|144.00|116.00|12802872,12804317#
*C1:1,1,1|154.54|141.89|120.30|138.01|143.65|116.21|12826942,12827492#
*C1:1,1,1|154.54|142.24|120.30|138.01|143.65|116.21|12842861,12844299#
*C1:1,1,1|154.59|142.04|120.31|137.86|143.65|116.21|12867244,12867811#
*C1:1,1,1|154.54|142.24|120.30|138.01|143.65|116.21|12882846,12884297#
*C1:1,1,1|154.49|142.73|120.30|138.01|143.65|116.21|12906933,12907487#
*C1:1,1,1|154.48|142.38|120.30|138.01|143.65|116.21|12922934,12924289#
*C1:1,1,1|154.61|142.36|120.30|138.01|143.65|116.21|12946933,12947487#
*C1:1,1,1|154.49|142.09|120.30|138.01|143.65|116.21|12963062,12964414#
*C1:1,1,1|154.53|141.93|120.30|138.01|143.65|116.21|12986972,12987527#
*C1:1,1,1|154.62|142.03|120.30|138.01|143.65|116.21|13002981,13004428#
*C1:1,1,1|154.54|142.24|120.30|138.01|143.65|116.21|13027055,13027617#
*C1:1,1,1|154.54|142.24|120.30|138.01|143.65|116.21|13043062,13044409#
*C1:1,1,1|154.54|142.24|120.30|138.01|143.65|116.21|13067057,13067608#
*C1:1,1,1|154.57|142.35|120.30|138.01|143.65|116.21|13083056,13084418#
*C1:1,1,1|154.54|142.24|120.30|138.01|143.65|116.21|13107066,13107618#
*C1:1,1,1|154.51|142.39|120.30|138.01|143.65|116.21|13123181,13124552#
*C1:1,1,1|154.62|142.03|120.30|138.01|144.00|116.00|13147187,13147749#
*C1:1,1,1|154.50|142.22|120.30|138.01|143.65|116.21|13163189,13164549#
*C1:1,1,1|154.53|142.11|120.30|138.01|143.65|116.21|13187108,13187669#
*C1:1,1,1|154.53|142.11|120.30|138.01|143.65|116.21|13203120,13204555#
*C1:1,1,1|154.46|142.32|120.30|138.01|143.65|116.21|13227120,13227490#
*C1:1,1,1|154.37|142.42|120.30|138.01|143.65|116.21|13243255,13244662#
*C1:1,1,1|154.61|144.77|120.30|138.01|143.65|116.21|13267277,13267843#
*C1:0,1,1|120.30|138.01|143.65|116.21|13283345,13284664#
*C1:0,1,1|120.30|138.01|143.50|115.50|13306958,13307519#
*C1:0,1,0|120.30|138.01|13322940,13324709#
*C1:0,1,0|120.30|138.01|13346285,13346849#
*C1:0,1,0|120.30|138.01|13362285,13364696#
*C1:0,1,0|120.31|137.86|13378375,13380680#
*C1:0,1,0|120.30|138.01|13402286,13405004#
*C1:0,1,0|120.30|138.01|13418269,13420955#
*C1:0,1,0|120.30|138.01|13442392,13444793#
*C1:0,1,0|120.30|138.01|13466408,13466972#
*C1:0,1,0|120.30|138.01|13482405,13485006#
*C1:0,1,0|120.30|138.01|13498384,13501007#
*C1:0,1,0|120.30|138.01|13522401,13522968#
*C1:0,1,1|119.85|137.87|144.00|116.00|13538429,13540915#
*C1:0,0,1|143.65|116.21|13555013,13556934#
*C1:0,0,1|143.65|116.21|13578546,13579113#
*C1:0,0,1|144.00|116.00|13594539,13596920#
*C1:0,0,1|143.65|116.21|13610605,13612927#
*C1:0,0,1|143.65|116.21|13634534,13635102#
*C1:1,0,1|156.00|139.50|143.65|116.21|13650553,13653077#
*C1:1,0,1|154.62|140.22|143.65|116.21|13666987,13668911#
*C1:1,0,1|155.03|141.31|143.65|116.21|13691050,13691621#
*C1:1,0,1|154.53|141.93|144.00|116.00|13707149,13709173#
*C1:1,0,1|154.62|142.03|143.65|116.21|13723132,13725034#
*C1:1,0,1|154.53|142.11|143.65|116.21|13747257,13747850#
*C1:1,0,1|154.51|142.39|143.65|116.21|13763262,13765065#
*C1:1,0,1|154.61|142.36|143.65|116.21|13779274,13781040#
*C1:1,1,1|154.51|142.39|120.56|137.78|144.00|116.00|13803299,13803879#
*C1:1,1,1|154.61|142.36|120.30|138.01|143.65|116.21|13819691,13821142#
*C1:1,1,1|154.53|142.11|120.30|138.01|143.65|116.21|13843777,13844356#
*C1:1,1,1|154.62|142.03|120.30|138.01|143.65|116.21|13859703,13861175#
*C1:1,1,1|154.55|142.02|120.30|138.01|143.65|116.21|13883691,13884267#
*C1:1,1,1|154.53|142.11|120.30|138.01|143.65|116.21|13899810,13901170#
*C1:1,1,1|154.51|142.39|120.30|138.01|143.65|116.21|13923822,13924404#
*C1:1,1,1|154.62|142.49|120.30|138.01|143.65|116.21|13939825,13941197#
*C1:1,1,1|154.52|142.57|120.30|138.01|144.00|116.00|13963828,13964408#
*C1:1,1,1|154.61|142.36|120.30|138.01|144.00|116.00|13979852,13981194#
*C1:1,1,1|154.67|141.83|120.30|138.01|143.65|116.21|14003830,14005307#
*C1:1,1,1|154.61|142.36|120.30|138.01|143.65|116.21|14019806,14021341#
*C1:1,1,1|154.54|142.24|120.30|138.01|144.00|116.00|14043965,14044547#
*C1:1,1,1|154.51|142.44|120.30|138.01|143.65|116.21|14059958,14061314#
*C1:1,1,1|154.51|142.39|120.30|138.01|143.65|116.21|14083970,14084553#
*C1:1,1,1|154.63|142.16|120.30|138.01|143.65|116.21|14099948,14101293#
*C1:1,1,1|154.49|142.73|120.30|138.01|143.65|116.21|14123936,14125322#
*C1:1,1,1|154.53|141.93|120.30|138.01|144.00|116.00|14147944,14148555#
*C1:1,1,1|154.67|141.96|120.30|138.01|144.00|116.00|14163951,14165486#
*C1:1,1,1|154.58|142.01|120.30|138.01|143.65|116.21|14187948,14188550#
*C1:1,1,1|154.51|142.39|120.30|138.01|144.00|116.00|14204081,14205692#
*C1:1,1,1|154.53|142.11|120.30|138.01|143.65|116.21|14228207,14228830#
*C1:1,1,1|154.59|142.04|120.30|138.01|143.65|116.21|14244102,14245475#
*C1:1,1,1|154.54|142.24|120.30|138.01|143.65|116.21|14268082,14269448#
*C1:1,1,1|154.51|142.39|120.30|138.01|143.65|116.21|14284113,14285623#
*C1:1,1,1|154.57|142.35|120.30|138.01|143.65|116.21|14316128,14318342#
*C1:1,1,1|154.63|142.16|120.30|138.01|143.65|116.21|14340117,14340523#
*C1:1,1,1|154.58|142.01|120.30|138.01|143.65|116.21|14356215,14356808#
*C1:1,1,1|154.52|142.49|120.30|138.01|143.65|116.21|14380228,14380814#
*C1:1,1,1|154.59|142.04|120.31|137.86|143.65|116.21|14404240,14404825#
*C1:1,1,1|154.62|142.03|120.30|138.01|143.65|116.21|14428205,14428808#
*C1:1,1,1|154.51|142.39|120.30|138.01|143.65|116.21|14444217,14444807#
*C1:1,1,1|154.62|142.49|120.30|138.01|143.65|116.21|14468227,14468814#
*C1:1,1,1|154.62|142.03|120.30|138.01|143.65|116.21|14492235,14492837#
