Intrinsic parameters (fx,fy,cx,cy) [pixel/mm]: 270.263153,270.084229,158.164001,126.709053
Rotation parameters (th_z,th_x,th_z2) [rad/s]: 1.074847,-2.300580,-0.051562
Translation parameters (Tcw_x,Tcw_y,Tcw_z) [mm]: 2515.000000,-1430.000000,3167.000000
*C4:1,0,1|140.81|150.86|169.52|164.55|12120012,12120122#
*C4:1,0,1|140.81|150.86|169.75|164.64|12141133,12141219#
*C4:1,0,1|140.81|150.86|169.52|164.55|12157101,12157166#
*C4:1,0,1|140.81|150.86|169.52|164.55|12173197,12173263#
*C4:1,0,1|140.81|150.86|169.52|164.55|12189266,12189333#
*C4:1,0,1|140.81|150.86|169.52|164.55|12205351,12205415#
*C4:1,0,1|140.81|150.86|169.52|164.55|12221237,12221342#
*C4:1,0,1|140.81|150.86|169.52|164.55|12237225,12237292#
*C4:1,0,1|140.81|150.86|169.52|164.55|12253200,12253263#
*C4:1,0,1|140.81|150.86|169.52|164.55|12277250,12277341#
*C4:1,0,1|140.81|150.86|169.75|164.64|12293203,12293268#
*C4:1,0,1|140.81|150.86|169.52|164.55|12309203,12309266#
*C4:1,0,1|140.81|150.86|169.52|164.55|12325385,12325456#
*C4:1,0,1|140.81|150.86|169.52|164.55|12341332,12341394#
*C4:1,0,1|140.81|150.86|169.52|164.55|12357335,12357397#
*C4:1,0,1|140.81|150.86|169.75|164.64|12373390,12373464#
*C4:1,0,1|140.81|150.86|169.52|164.55|12389362,12389443#
*C4:1,0,1|140.81|150.86|169.52|164.55|12405322,12405385#
*C4:1,0,1|140.81|150.86|169.52|164.55|12421355,12421499#
*C4:1,0,1|140.81|150.86|169.52|164.55|12437332,12437394#
*C4:1,0,1|140.81|150.86|169.52|164.55|12453331,12453395#
*C4:1,0,1|140.81|150.86|169.75|164.64|12469323,12469389#
*C4:1,0,1|140.81|150.86|169.75|164.64|12485455,12485519#
*C4:1,0,1|140.81|150.86|169.75|164.64|12501449,12501513#
*C4:1,0,1|140.81|150.86|169.52|164.55|12517447,12517510#
*C4:1,0,1|140.81|150.86|169.52|164.55|12541470,12541535#
*C4:1,0,1|140.81|150.86|169.52|164.55|12557471,12557537#
*C4:1,0,1|140.81|150.86|169.52|164.55|12573501,12573576#
*C4:1,0,1|140.81|150.86|169.52|164.55|12589492,12589578#
*C4:1,0,1|140.81|150.86|169.52|164.55|12605465,12605528#
*C4:1,0,1|140.81|150.86|169.52|164.55|12621589,12621649#
*C4:1,0,1|140.81|150.86|169.52|164.55|12637600,12637663#
*C4:1,0,1|140.81|150.86|169.75|164.64|12653583,12653646#
*C4:1,0,1|140.81|150.86|169.52|164.55|12669598,12669663#
*C4:1,0,1|140.81|150.86|169.52|164.55|12685575,12685641#
*C4:1,0,1|140.81|150.86|169.52|164.55|12701602,12701665#
*C4:1,0,1|140.81|150.86|169.52|164.55|12717708,12717769#
*C4:1,0,1|140.81|150.86|169.52|164.55|12733582,12733645#
*C4:1,0,1|140.81|150.86|169.52|164.55|12749577,12749639#
*C4:1,0,1|140.81|150.86|169.52|164.55|12765663,12765744#
*C4:1,0,1|140.81|150.86|169.75|164.64|12781879,12781966#
*C4:1,0,1|140.81|150.86|169.75|164.64|12805764,12805834#
*C4:1,0,1|140.81|150.86|169.52|164.55|12829708,12829774#
*C4:1,0,1|140.81|150.86|169.75|164.64|12845761,12845836#
*C4:1,0,1|140.81|150.86|169.52|164.55|12861699,12861761#
*C4:1,0,1|140.81|150.86|169.52|164.55|12877724,12877791#
*C4:1,0,1|140.81|150.86|169.75|164.64|12893711,12893775#
*C4:1,0,1|140.81|150.86|169.52|164.55|12909711,12909775#
*C4:1,0,1|140.81|150.86|169.52|164.55|12925829,12925896#
*C4:1,0,1|140.81|150.86|169.52|164.55|12941833,12941896#
*C4:1,0,1|140.81|150.86|169.52|164.55|12957825,12957887#
*C4:1,0,1|140.81|150.86|169.75|164.64|12973831,12973905#
*C4:1,0,1|140.81|150.86|169.52|164.55|12989853,12989917#
*C4:1,0,1|140.81|150.86|169.75|164.64|13005846,13005909#
*C4:1,0,1|140.81|150.86|169.52|164.55|13021837,13021899#
*C4:1,0,1|140.81|150.86|169.52|164.55|13037843,13037907#
*C4:1,0,1|140.81|150.86|169.52|164.55|13053832,13053895#
*C4:1,0,1|140.81|150.86|169.52|164.55|13069972,13070037#
*C4:1,0,1|140.81|150.86|169.52|164.55|13085996,13086061#
*C4:1,0,1|140.81|150.86|169.52|164.55|13101967,13102030#
*C4:1,0,1|140.81|150.86|169.52|164.55|13117950,13118011#
*C4:1,0,1|140.81|150.86|169.52|164.55|13141995,13142081#
*C4:1,0,1|140.81|150.86|169.75|164.64|13157956,13158021#
*C4:1,0,1|140.81|150.86|169.75|164.64|13173970,13174089#
*C4:1,0,1|140.81|150.86|169.52|164.55|13189976,13190039#
*C4:1,0,1|140.81|150.86|169.75|164.64|13205968,13206032#
*C4:1,0,1|140.81|150.86|169.52|164.55|13222112,13222238#
*C4:1,0,1|140.81|150.86|169.52|164.55|13238073,13238139#
*C4:1,0,1|140.81|150.86|169.52|164.55|13254077,13254140#
*C4:1,0,1|140.81|150.86|169.52|164.55|13270083,13270148#
*C4:1,0,1|140.81|150.86|169.52|164.55|13286073,13286140#
*C4:1,0,1|140.81|150.86|169.75|164.64|13302081,13302143#
*C4:1,0,1|140.81|150.86|169.52|164.55|13318082,13318144#
*C4:1,0,1|140.81|150.86|169.75|164.64|13334081,13334149#
*C4:1,0,1|140.81|150.86|169.75|164.64|13358075,13358140#
*C4:1,0,1|140.81|150.86|169.52|164.55|13374215,13374416#
*C4:1,0,1|140.81|150.86|169.52|164.55|13390226,13390301#
*C4:1,0,1|140.81|150.86|169.52|164.55|13406224,13406297#
*C4:1,0,1|140.81|150.86|169.52|164.55|13422297,13422389#
*C4:1,0,1|140.81|150.86|169.52|164.55|13438199,13438261#
*C4:1,0,1|140.81|150.86|169.75|164.64|13454209,13454273#
*C4:1,0,1|140.81|150.86|169.52|164.55|13470214,13470278#
*C4:1,0,1|140.81|150.86|169.52|164.55|13486199,13486266#
*C4:1,0,1|140.81|150.86|169.75|164.64|13502206,13502269#
*C4:1,0,1|140.81|150.86|169.52|164.55|13518322,13518386#
*C4:1,0,1|140.81|150.86|169.75|164.64|13534337,13534401#
*C4:1,0,1|140.81|150.86|169.52|164.55|13550324,13550389#
*C4:1,0,1|140.81|150.86|169.52|164.55|13566331,13566393#
*C4:1,0,1|140.81|150.86|169.52|164.55|13582335,13582399#
*C4:1,0,1|140.81|150.86|169.52|164.55|13598324,13598387#
*C4:1,0,1|140.81|150.86|169.52|164.55|13622343,13622404#
*C4:1,0,1|140.81|150.86|169.52|164.55|13638332,13638397#
*C4:1,0,1|140.81|150.86|169.75|164.64|13654327,13654393#
*C4:1,0,1|140.81|150.86|169.75|164.64|13670455,13670523#
*C4:1,0,1|140.81|150.86|169.75|164.64|13686453,13686518#
*C4:1,0,1|140.81|150.86|169.52|164.55|13702452,13702515#
*C4:1,0,1|140.81|150.86|169.52|164.55|13718450,13718512#
*C4:1,0,1|140.81|150.86|169.52|164.55|13734454,13734518#
*C4:1,0,1|140.81|150.86|169.75|164.64|13750455,13750519#
*C4:1,0,1|140.81|150.86|169.52|164.55|13766469,13766532#
*C4:1,0,1|140.81|150.86|169.52|164.55|13790457,13790533#
*C4:1,0,1|140.81|150.86|169.52|164.55|13806503,13806581#
*C4:1,0,1|140.81|150.86|169.52|164.55|13822640,13822700#
*C4:1,0,1|140.81|150.86|169.52|164.55|13838629,13838696#
*C4:1,0,1|140.81|150.86|169.75|164.64|13854593,13854657#
*C4:1,0,1|140.81|150.86|169.52|164.55|13870620,13870695#
*C4:1,0,1|140.81|150.86|169.52|164.55|13894600,13894665#
*C4:1,0,1|140.81|150.86|169.52|164.55|13910591,13910654#
*C4:1,0,1|140.81|150.86|169.52|164.55|13926605,13926671#
*C4:1,0,1|140.81|150.86|169.52|164.55|13942601,13942682#
*C4:1,0,1|140.81|150.86|169.52|164.55|13958710,13958795#
*C4:1,0,1|140.81|150.86|169.52|164.55|13982754,13982822#
*C4:1,0,1|140.81|150.86|169.52|164.55|13998738,13998822#
*C4:1,0,1|140.81|150.86|169.75|164.64|14014736,14014799#
*C4:1,0,1|140.81|150.86|169.75|164.64|14039524,14039584#
*C4:1,0,1|140.81|150.86|169.75|164.64|14055495,14055574#
*C4:1,0,1|140.81|150.86|169.52|164.55|14079492,14079571#
