Intrinsic parameters (fx,fy,cx,cy) [pixel/mm]: 271.756104,271.710297,150.212082,128.845428
Rotation parameters (th_z,th_x,th_z2) [rad/s]: -1.217387,-2.448411,0.184786
Translation parameters (Tcw_x,Tcw_y,Tcw_z) [mm]: -2380.000000,-1065.000000,3200.000000
*C1:1,1,1|154.44|142.21|119.82|137.97|143.50|116.00|12116898,12117282#
*C1:1,1,1|154.37|141.83|119.82|137.97|143.50|116.00|12138657,12139200#
*C1:1,1,1|154.47|142.05|119.82|137.97|143.50|116.00|12154615,12154948#
*C1:1,1,1|154.37|141.83|119.82|137.97|143.50|115.71|12170629,12171171#
*C1:1,1,1|154.46|141.93|119.82|137.97|143.50|116.00|12186634,12187078#
*C1:1,1,1|154.37|141.83|119.82|137.97|143.49|115.85|12202602,12203100#
*C1:1,1,1|154.46|141.93|119.82|137.97|143.50|116.00|12218742,12219056#
*C1:1,1,1|154.46|141.93|119.82|137.97|143.61|116.10|12234726,12235063#
*C1:1,1,1|154.47|142.05|119.82|137.97|143.50|116.00|12250723,12251048#
*C1:1,1,1|154.44|142.21|119.82|137.97|143.50|116.00|12266748,12267295#
*C1:1,1,1|154.37|141.83|119.82|137.97|143.49|115.85|12282756,12283305#
*C1:1,1,1|154.44|142.21|119.82|137.97|143.61|116.10|12306733,12307072#
*C1:1,1,1|154.37|141.83|119.82|137.97|143.50|115.71|12322764,12323210#
*C1:1,1,1|154.37|141.83|119.82|137.97|143.50|116.00|12338740,12339182#
*C1:1,1,1|154.37|141.83|119.82|137.97|143.50|115.71|12354735,12355213#
*C1:1,1,1|154.37|141.83|119.82|137.97|143.50|115.71|12370860,12371214#
*C1:1,1,1|154.46|141.93|119.82|137.97|143.49|115.85|12386877,12387202#
*C1:1,1,1|154.37|141.83|119.82|137.97|143.50|116.00|12402870,12403231#
*C1:1,1,1|154.46|141.93|119.82|137.97|143.50|116.00|12418870,12419214#
*C1:1,1,1|154.44|142.21|119.82|137.97|143.50|116.00|12434860,12435407#
*C1:1,1,1|154.47|142.05|119.82|137.97|143.49|115.85|12450875,12451263#
*C1:1,1,1|154.37|141.83|119.82|137.97|143.61|116.10|12466870,12467307#
*C1:1,1,1|154.38|141.96|119.82|137.97|143.50|116.00|12482889,12483289#
*C1:1,1,1|154.37|141.83|119.82|137.97|143.50|116.00|12498849,12499278#
*C1:1,1,1|154.38|141.96|119.82|137.97|143.49|115.85|12514854,12515308#
*C1:1,1,1|154.37|141.83|119.82|137.97|143.50|115.71|12530988,12531522#
*C1:1,1,1|154.37|141.83|119.82|137.97|143.50|116.00|12546989,12547538#
*C1:1,1,1|154.46|141.93|119.82|137.97|143.50|116.00|12570987,12571334#
*C1:1,1,1|154.47|142.05|119.82|137.97|143.61|116.10|12586987,12587541#
*C1:1,1,1|154.44|142.21|119.82|137.97|143.49|115.85|12602984,12603314#
