Intrinsic parameters (fx,fy,cx,cy) [pixel/mm]: 270.263153,270.084229,158.164001,126.709053
Rotation parameters (th_z,th_x,th_z2) [rad/s]: 1.074847,-2.300580,-0.051562
Translation parameters (Tcw_x,Tcw_y,Tcw_z) [mm]: 2515.000000,-1430.000000,3167.000000
*C4:1,0,1|140.89|150.90|169.86|165.05|12132643,12132722#
*C4:1,0,1|140.89|150.90|169.88|165.01|12146143,12146211#
*C4:1,0,1|140.89|150.90|169.88|165.01|12170105,12170188#
*C4:1,0,1|140.89|150.90|169.88|165.01|12185343,12185429#
*C4:1,0,1|140.89|150.90|169.88|165.01|12209343,12209403#
*C4:1,0,1|140.89|150.90|169.88|165.01|12225369,12225444#
*C4:1,0,1|140.89|150.90|170.02|165.05|12249470,12249530#
*C4:1,0,1|140.89|150.90|169.86|165.05|12265549,12265613#
*C4:1,0,1|140.89|150.90|169.86|165.05|12289476,12289557#
*C4:1,0,1|140.89|150.90|169.86|165.05|12305465,12305528#
*C4:1,0,1|140.89|150.90|169.88|165.01|12329466,12329530#
*C4:1,0,1|140.89|150.90|169.88|165.01|12345463,12345524#
*C4:1,0,1|140.89|150.90|169.88|165.01|12369499,12369569#
*C4:1,0,1|140.89|150.90|169.88|165.01|12385465,12385527#
*C4:1,0,1|140.89|150.90|169.86|165.05|12409593,12409654#
*C4:1,0,1|140.89|150.90|169.88|165.01|12425590,12425651#
*C4:1,0,1|140.89|150.90|169.86|165.05|12449593,12449655#
*C4:1,0,1|140.89|150.90|169.86|165.05|12465588,12465649#
*C4:1,0,1|140.89|150.90|169.86|165.05|12489603,12489687#
*C4:1,0,1|140.89|150.90|169.86|165.05|12505585,12505643#
*C4:1,0,1|140.89|150.90|169.88|165.01|12529587,12529676#
*C4:1,0,1|140.89|150.90|169.88|165.01|12545708,12545768#
*C4:1,0,1|140.89|150.90|169.86|165.05|12569721,12569782#
*C4:1,0,1|140.89|150.90|169.88|165.01|12585724,12585809#
*C4:1,0,1|140.89|150.90|169.86|165.05|12609712,12609772#
*C4:1,0,1|140.89|150.90|169.86|165.05|12625847,12625909#
*C4:1,0,1|140.89|150.90|169.86|165.05|12649713,12649774#
*C4:1,0,1|140.89|150.90|169.88|165.01|12665739,12665822#
*C4:1,0,1|140.89|150.90|169.88|165.01|12689833,12689914#
*C4:1,0,1|140.89|150.90|169.88|165.01|12713847,12713909#
*C4:1,0,1|140.89|150.90|169.88|165.01|12729844,12729911#
*C4:1,0,1|140.89|150.90|169.88|165.01|12753912,12753979#
*C4:1,0,1|140.89|150.90|170.02|165.05|12769846,12769928#
*C4:1,0,1|140.89|150.90|169.88|165.01|12793979,12794042#
*C4:1,0,1|140.89|150.90|169.86|165.05|12809844,12809907#
*C4:1,0,1|140.89|150.90|169.88|165.01|12833835,12833922#
*C4:1,0,1|140.89|150.90|169.88|165.01|12849963,12850023#
*C4:1,0,1|140.89|150.90|169.88|165.01|12873968,12874030#
*C4:1,0,1|140.89|150.90|169.88|165.01|12889962,12890049#
*C4:1,0,1|140.89|150.90|169.88|165.01|12913962,12914024#
*C4:1,0,1|140.89|150.90|169.86|165.05|12929954,12930015#
*C4:1,0,1|141.09|150.78|169.88|165.01|12953984,12954062#
*C4:1,0,1|140.89|150.90|169.88|165.01|12969973,12970053#
*C4:1,0,1|140.89|150.90|169.86|165.05|12994104,12994166#
*C4:1,0,1|140.89|150.90|169.86|165.05|13010090,13010151#
*C4:1,0,1|140.89|150.90|169.88|165.01|13034113,13034197#
*C4:1,0,1|140.89|150.90|169.88|165.01|13050090,13050151#
*C4:1,0,1|140.89|150.90|169.88|165.01|13074105,13074188#
*C4:1,0,1|140.89|150.90|169.86|165.05|13090092,13090186#
*C4:1,0,1|140.89|150.90|169.86|165.05|13114094,13114155#
*C4:1,0,1|140.89|150.90|169.86|165.05|13130084,13130146#
*C4:1,0,1|140.89|150.90|169.86|165.05|13154255,13154932#
*C4:1,0,1|140.89|150.90|169.86|165.05|13170233,13170290#
*C4:1,0,1|140.89|150.90|169.88|165.01|13194221,13194304#
*C4:1,0,1|140.89|150.90|169.88|165.01|13210225,13210311#
*C4:1,0,1|140.89|150.90|169.88|165.01|13234223,13234309#
*C4:1,0,1|140.89|150.90|169.88|165.01|13250211,13250273#
*C4:1,0,1|140.89|150.90|169.88|165.01|13274214,13274276#
*C4:1,0,1|140.89|150.90|169.86|165.05|13290336,13290397#
*C4:1,0,1|141.09|150.78|169.88|165.01|13314360,13314424#
*C4:1,0,1|140.89|150.90|169.88|165.01|13330346,13330409#
*C4:1,0,1|140.89|150.90|169.88|165.01|13354365,13354441#
*C4:1,0,1|140.89|150.90|169.86|165.05|13370364,13370448#
