43,-14,59,-0.01777,0.02099,-0.99958,-0.00922,1.01,-2.06,177.61,3,6986.282093
43,-13,60,-0.01473,0.02036,-0.99967,-0.00492,0.53,-1.70,177.67,3,6986.314200
42,-14,60,-0.01697,0.02014,-0.99963,-0.00710,0.78,-1.96,177.71,3,6986.353061
42,-13,59,-0.01609,0.01933,-0.99965,-0.00850,0.94,-1.86,177.80,3,6986.384918
43,-14,60,-0.01697,0.02069,-0.99962,-0.00711,0.77,-1.96,177.64,3,6986.418146
42,-14,60,-0.01734,0.02164,-0.99959,-0.00651,0.70,-2.00,177.53,3,6986.450267
42,-14,59,-0.01791,0.01991,-0.99960,-0.00956,1.06,-2.07,177.74,3,6986.482279
43,-14,60,-0.01648,0.02107,-0.99963,-0.00382,0.40,-1.90,177.59,3,6986.514294
42,-14,59,-0.01791,0.01991,-0.99960,-0.00956,1.06,-2.07,177.74,3,6986.546261
42,-14,59,-0.01759,0.02023,-0.99960,-0.00872,0.96,-2.03,177.70,3,6986.578388
42,-13,59,-0.01805,0.02176,-0.99957,-0.00838,0.92,-2.09,177.52,3,6986.617186
42,-14,59,-0.01819,0.02068,-0.99958,-0.00872,0.96,-2.10,177.65,3,6986.649171
42,-14,59,-0.01819,0.02068,-0.99958,-0.00872,0.96,-2.10,177.65,3,6986.682404
42,-13,59,-0.01784,0.02096,-0.99959,-0.00783,0.85,-2.06,177.61,3,6986.714528
42,-13,59,-0.01787,0.02100,-0.99959,-0.00788,0.86,-2.07,177.61,3,6986.746486
42,-13,59,-0.01805,0.02176,-0.99957,-0.00838,0.92,-2.09,177.52,3,6986.778487
43,-13,60,-0.01743,0.02129,-0.99959,-0.00831,0.91,-2.02,177.58,3,6986.813082
41,-13,59,-0.01907,0.02204,-0.99957,-0.00152,0.13,-2.19,177.48,3,6986.842630
42,-13,60,-0.01885,0.02053,-0.99961,-0.00218,0.21,-2.17,177.65,3,6986.874583
42,-13,60,-0.01815,0.02103,-0.99960,-0.00427,0.45,-2.09,177.60,3,6986.913367
41,-13,59,-0.01753,0.02042,-0.99962,-0.00520,0.56,-2.02,177.67,3,6986.946621
41,-13,59,-0.01803,0.02100,-0.99961,-0.00247,0.24,-2.07,177.60,3,6986.978717
41,-12,58,-0.01848,0.02215,-0.99958,-0.00366,0.37,-2.13,177.47,3,6987.010711
42,-13,59,-0.01711,0.01999,-0.99964,-0.00521,0.56,-1.97,177.72,3,6987.042720
41,-13,58,-0.01916,0.01970,-0.99961,-0.00557,0.60,-2.21,177.75,3,6987.074723
41,-13,60,-0.01718,0.02072,-0.99963,-0.00429,0.45,-1.98,177.63,3,6987.106695
42,-13,59,-0.01946,0.02109,-0.99955,-0.00831,0.91,-2.25,177.60,3,6987.138807
41,-13,59,-0.01798,0.02157,-0.99959,-0.00640,0.69,-2.08,177.54,3,6987.177598
41,-13,60,-0.01644,0.01995,-0.99964,-0.00720,0.79,-1.90,177.73,3,6987.210823
41,-14,60,-0.01658,0.02067,-0.99962,-0.00802,0.88,-1.92,177.65,3,6987.242814
42,-13,60,-0.01728,0.02005,-0.99961,-0.00902,0.99,-2.00,177.72,3,6987.274968
41,-14,60,-0.01853,0.02126,-0.99958,-0.00653,0.70,-2.14,177.58,3,6987.309489
42,-13,60,-0.01841,0.02111,-0.99954,-0.01139,1.26,-2.14,177.60,3,6987.339711
41,-13,60,-0.01807,0.02041,-0.99957,-0.01051,1.16,-2.10,177.68,3,6987.377815
41,-13,59,-0.01814,0.02011,-0.99962,-0.00458,0.48,-2.09,177.70,3,6987.403057
41,-14,60,-0.01725,0.01949,-0.99964,-0.00628,0.68,-1.99,177.78,3,6987.441837
41,-14,60,-0.01690,0.02001,-0.99963,-0.00733,0.80,-1.95,177.72,3,6987.475057
41,-14,59,-0.01958,0.02165,-0.99953,-0.00931,1.02,-2.27,177.54,3,6987.506876
42,-13,59,-0.01943,0.01998,-0.99959,-0.00647,0.70,-2.24,177.72,3,6987.539241
42,-13,59,-0.01764,0.02033,-0.99960,-0.00848,0.93,-2.04,177.69,3,6987.571154
41,-13,58,-0.01886,0.02120,-0.99959,-0.00474,0.50,-2.17,177.58,3,6987.603231
43,-13,60,-0.01910,0.01884,-0.99961,-0.00780,0.85,-2.20,177.86,3,6987.635134
42,-13,59,-0.01898,0.02089,-0.99954,-0.01110,1.23,-2.20,177.63,3,6987.667247
42,-14,59,-0.01828,0.02059,-0.99956,-0.01100,1.22,-2.12,177.66,3,6987.706001
42,-13,59,-0.01934,0.02087,-0.99954,-0.01002,1.10,-2.24,177.63,3,6987.738179
42,-13,59,-0.01714,0.01934,-0.99965,-0.00537,0.58,-1.98,177.79,3,6987.771247
42,-15,60,-0.01841,0.02030,-0.99956,-0.01147,1.27,-2.14,177.70,3,6987.803409
42,-13,59,-0.01834,0.01915,-0.99963,-0.00632,0.68,-2.12,177.82,3,6987.835357
42,-13,59,-0.01886,0.02016,-0.99954,-0.01230,1.37,-2.19,177.71,3,6987.867378
42,-14,59,-0.01760,0.02055,-0.99955,-0.01302,1.45,-2.05,177.67,3,6987.899368
42,-13,59,-0.01754,0.02010,-0.99957,-0.01195,1.33,-2.04,177.72,3,6987.931383
42,-13,59,-0.01699,0.01910,-0.99962,-0.01030,1.14,-1.97,177.83,3,6987.963484
43,-13,59,-0.01852,0.01967,-0.99956,-0.01203,1.34,-2.15,177.77,3,6988.002302
43,-13,60,-0.01795,0.01988,-0.99956,-0.01302,1.45,-2.09,177.75,3,6988.035411
43,-13,59,-0.01772,0.01936,-0.99960,-0.01093,1.21,-2.05,177.80,3,6988.067460
43,-14,60,-0.01721,0.02197,-0.99956,-0.00970,1.07,-2.00,177.50,3,6988.099630
43,-13,59,-0.01618,0.02050,-0.99962,-0.00873,0.96,-1.87,177.67,3,6988.131564
43,-13,60,-0.01854,0.01987,-0.99959,-0.00936,1.03,-2.15,177.74,3,6988.163549
43,-14,59,-0.01887,0.02110,-0.99953,-0.01168,1.29,-2.19,177.61,3,6988.195551
44,-14,60,-0.01897,0.02203,-0.99953,-0.00943,1.03,-2.20,177.49,3,6988.227710
43,-13,59,-0.01766,0.02061,-0.99957,-0.01111,1.23,-2.05,177.66,3,6988.266530
42,-13,59,-0.01630,0.02037,-0.99961,-0.00968,1.07,-1.89,177.68,3,6988.299705
43,-13,59,-0.01851,0.01984,-0.99960,-0.00795,0.87,-2.14,177.74,3,6988.331679
43,-13,60,-0.01947,0.01936,-0.99961,-0.00463,0.49,-2.24,177.79,3,6988.363802
43,-13,59,-0.01988,0.02147,-0.99955,-0.00590,0.63,-2.29,177.55,3,6988.395884
43,-12,59,-0.01883,0.02069,-0.99958,-0.00686,0.74,-2.17,177.64,3,6988.427882
43,-13,60,-0.01921,0.02195,-0.99954,-0.00792,0.86,-2.22,177.50,3,6988.459901
43,-13,60,-0.01910,0.02060,-0.99957,-0.00825,0.90,-2.21,177.66,3,6988.491914
43,-14,59,-0.01698,0.01839,-0.99967,-0.00538,0.58,-1.96,177.90,3,6988.530772
43,-14,59,-0.01805,0.01991,-0.99961,-0.00734,0.80,-2.08,177.73,3,6988.563953
42,-13,59,-0.01801,0.02113,-0.99959,-0.00745,0.81,-2.08,177.59,3,6988.595916
43,-13,60,-0.01743,0.02129,-0.99959,-0.00831,0.91,-2.02,177.58,3,6988.628096
42,-13,60,-0.01702,0.02196,-0.99960,-0.00567,0.61,-1.96,177.49,3,6988.660016
42,-13,59,-0.01787,0.02100,-0.99959,-0.00788,0.86,-2.07,177.61,3,6988.692034
42,-14,60,-0.01710,0.01907,-0.99964,-0.00746,0.82,-1.98,177.83,3,6988.723981
42,-14,59,-0.01819,0.02068,-0.99958,-0.00872,0.96,-2.10,177.65,3,6988.762974
42,-14,59,-0.01791,0.01991,-0.99960,-0.00956,1.06,-2.07,177.74,3,6988.794878
42,-13,59,-0.01787,0.02100,-0.99959,-0.00788,0.86,-2.07,177.61,3,6988.827919
42,-14,60,-0.01738,0.01984,-0.99963,-0.00662,0.72,-2.01,177.74,3,6988.860090
43,-14,59,-0.01777,0.02099,-0.99958,-0.00922,1.01,-2.06,177.61,3,6988.892107
42,-13,60,-0.01662,0.02044,-0.99963,-0.00619,0.67,-1.92,177.67,3,6988.924200
42,-13,59,-0.01770,0.02206,-0.99957,-0.00746,0.81,-2.05,177.49,3,6988.956197
42,-13,59,-0.01770,0.02206,-0.99957,-0.00746,0.81,-2.05,177.49,3,6988.988223
42,-13,59,-0.01770,0.02206,-0.99957,-0.00746,0.81,-2.05,177.49,3,6989.027190
42,-14,60,-0.01678,0.01938,-0.99965,-0.00661,0.72,-1.94,177.79,3,6989.059199
42,-13,60,-0.01832,0.02108,-0.99958,-0.00829,0.91,-2.12,177.60,3,6989.091255
42,-13,60,-0.01877,0.02110,-0.99958,-0.00590,0.63,-2.17,177.59,3,6989.124282
42,-14,59,-0.01944,0.02051,-0.99957,-0.00764,0.83,-2.25,177.67,3,6989.156299
41,-14,60,-0.01832,0.01998,-0.99962,-0.00470,0.50,-2.11,177.72,3,6989.188579
41,-13,60,-0.01797,0.02025,-0.99963,-0.00379,0.39,-2.07,177.69,3,6989.220435
41,-13,59,-0.01864,0.02155,-0.99959,-0.00153,0.13,-2.14,177.53,3,6989.252400
42,-13,59,-0.01981,0.02285,-0.99954,-0.00383,0.39,-2.28,177.39,3,6989.284486
41,-14,59,-0.01739,0.02115,-0.99960,-0.00683,0.74,-2.01,177.59,3,6989.316534
41,-13,58,-0.01924,0.02228,-0.99956,-0.00457,0.47,-2.22,177.46,3,6989.355440
41,-13,58,-0.01924,0.02228,-0.99956,-0.00457,0.47,-2.22,177.46,3,6989.388526
41,-12,59,-0.01667,0.01951,-0.99966,-0.00522,0.56,-1.92,177.77,3,6989.420512
42,-13,59,-0.01743,0.01954,-0.99965,-0.00426,0.45,-2.01,177.77,3,6989.452671
41,-13,59,-0.01833,0.02127,-0.99958,-0.00731,0.79,-2.12,177.58,3,6989.484640
42,-13,59,-0.01946,0.02109,-0.99955,-0.00831,0.91,-2.25,177.60,3,6989.516638
41,-13,58,-0.01740,0.02123,-0.99960,-0.00733,0.80,-2.01,177.58,3,6989.548645
42,-13,59,-0.01687,0.02082,-0.99959,-0.01041,1.15,-1.96,177.63,3,6989.580680
41,-14,60,-0.01738,0.02155,-0.99957,-0.01014,1.12,-2.02,177.55,3,6989.619624
41,-14,60,-0.01721,0.02052,-0.99959,-0.00969,1.07,-1.99,177.67,3,6989.652736
41,-14,59,-0.01958,0.02165,-0.99953,-0.00931,1.02,-2.27,177.54,3,6989.684722
41,-14,59,-0.01958,0.02165,-0.99953,-0.00931,1.02,-2.27,177.54,3,6989.716725
41,-13,59,-0.01857,0.02099,-0.99958,-0.00778,0.85,-2.15,177.61,3,6989.748874
41,-15,59,-0.01659,0.02152,-0.99958,-0.01054,1.17,-1.93,177.55,3,6989.780861
41,-14,59,-0.01740,0.02058,-0.99963,-0.00460,0.49,-2.00,177.65,3,6989.813780
41,-14,58,-0.01850,0.02219,-0.99954,-0.00934,1.02,-2.14,177.48,3,6989.844859
41,-14,59,-0.01958,0.02165,-0.99953,-0.00931,1.02,-2.27,177.54,3,6989.883869
42,-13,59,-0.01905,0.01986,-0.99956,-0.01088,1.20,-2.21,177.75,3,6989.916975
42,-13,59,-0.01772,0.01992,-0.99961,-0.00812,0.89,-2.05,177.73,3,6989.951724
41,-14,59,-0.01835,0.01939,-0.99962,-0.00641,0.69,-2.12,177.79,3,6989.980938
42,-14,58,-0.01819,0.02150,-0.99956,-0.00903,0.99,-2.11,177.55,3,6990.013155
42,-14,59,-0.01902,0.02063,-0.99955,-0.01097,1.21,-2.21,177.66,3,6990.045037
42,-13,60,-0.01833,0.02008,-0.99955,-0.01301,1.45,-2.13,177.73,3,6990.077089
42,-14,59,-0.01760,0.02055,-0.99955,-0.01302,1.45,-2.05,177.67,3,6990.109090
42,-14,59,-0.01831,0.02005,-0.99957,-0.01092,1.21,-2.12,177.72,3,6990.148022
43,-13,60,-0.01814,0.01849,-0.99963,-0.00879,0.97,-2.10,177.90,3,6990.180178
43,-13,58,-0.01872,0.01956,-0.99960,-0.00844,0.93,-2.16,177.77,3,6990.213166
42,-14,59,-0.01737,0.02003,-0.99957,-0.01289,1.44,-2.02,177.73,3,6990.245150
43,-13,59,-0.01717,0.01958,-0.99958,-0.01255,1.40,-2.00,177.78,3,6990.277410
43,-13,58,-0.01750,0.02022,-0.99960,-0.00940,1.04,-2.03,177.70,3,6990.311936
43,-13,59,-0.01556,0.02056,-0.99964,-0.00718,0.79,-1.80,177.66,3,6990.341382
43,-13,60,-0.01476,0.01971,-0.99968,-0.00507,0.55,-1.70,177.75,3,6990.373381
43,-13,58,-0.01714,0.02025,-0.99959,-0.01048,1.16,-1.99,177.70,3,6990.412362
43,-13,59,-0.01788,0.01978,-0.99959,-0.01046,1.16,-2.07,177.75,3,6990.444412
43,-13,59,-0.01816,0.02030,-0.99957,-0.01129,1.25,-2.11,177.70,3,6990.477474
43,-12,59,-0.01836,0.01991,-0.99960,-0.00853,0.94,-2.12,177.74,3,6990.509466
43,-14,59,-0.01941,0.02062,-0.99954,-0.01090,1.20,-2.25,177.66,3,6990.541448
43,-14,60,-0.01747,0.01913,-0.99963,-0.00776,0.85,-2.02,177.82,3,6990.573588
43,-13,59,-0.01995,0.02223,-0.99952,-0.00785,0.85,-2.31,177.47,3,6990.605593
43,-13,59,-0.01932,0.02175,-0.99954,-0.00893,0.98,-2.24,177.53,3,6990.637589
43,-14,60,-0.01839,0.02178,-0.99954,-0.01036,1.14,-2.13,177.52,3,6990.676462
43,-14,60,-0.01796,0.01992,-0.99962,-0.00711,0.77,-2.07,177.73,3,6990.708640
43,-14,59,-0.01776,0.02071,-0.99959,-0.00925,1.02,-2.06,177.64,3,6990.741690
42,-14,59,-0.01870,0.02107,-0.99956,-0.00923,1.01,-2.16,177.60,3,6990.773693
43,-13,59,-0.01921,0.02223,-0.99955,-0.00594,0.63,-2.22,177.46,3,6990.805675
42,-14,59,-0.01773,0.02036,-0.99960,-0.00829,0.91,-2.05,177.68,3,6990.837891
42,-14,59,-0.01827,0.01989,-0.99960,-0.00849,0.93,-2.11,177.74,3,6990.869780
42,-13,59,-0.01795,0.02041,-0.99962,-0.00418,0.44,-2.07,177.67,3,6990.901796
43,-13,59,-0.01841,0.01989,-0.99961,-0.00627,0.68,-2.12,177.73,3,6990.933799
43,-13,59,-0.01817,0.02174,-0.99958,-0.00607,0.65,-2.10,177.52,3,6990.972534
42,-12,59,-0.01821,0.02216,-0.99957,-0.00595,0.64,-2.10,177.47,3,6991.005868
42,-13,59,-0.01841,0.02173,-0.99957,-0.00730,0.79,-2.13,177.52,3,6991.037895
42,-14,60,-0.01678,0.01938,-0.99965,-0.00661,0.72,-1.94,177.79,3,6991.069874
43,-13,59,-0.01812,0.02079,-0.99960,-0.00621,0.67,-2.09,177.63,3,6991.101857
42,-13,60,-0.01662,0.02044,-0.99963,-0.00619,0.67,-1.92,177.67,3,6991.133964
42,-14,59,-0.01790,0.01993,-0.99961,-0.00779,0.85,-2.07,177.73,3,6991.172928
42,-13,59,-0.01787,0.02100,-0.99959,-0.00788,0.86,-2.07,177.61,3,6991.198064
42,-14,59,-0.01819,0.02068,-0.99958,-0.00872,0.96,-2.10,177.65,3,6991.236893
42,-14,60,-0.01697,0.02014,-0.99963,-0.00710,0.78,-1.96,177.71,3,6991.270133
42,-13,59,-0.01805,0.02176,-0.99957,-0.00838,0.92,-2.09,177.52,3,6991.302090
42,-14,59,-0.01819,0.02068,-0.99958,-0.00872,0.96,-2.10,177.65,3,6991.334085
41,-13,59,-0.01688,0.01888,-0.99966,-0.00663,0.72,-1.95,177.85,3,6991.366098
42,-14,59,-0.01944,0.02051,-0.99957,-0.00764,0.83,-2.25,177.67,3,6991.398195
41,-13,59,-0.01864,0.02155,-0.99959,-0.00153,0.13,-2.14,177.53,3,6991.430215
42,-13,60,-0.01896,0.02189,-0.99956,-0.00638,0.68,-2.19,177.50,3,6991.462204
41,-14,60,-0.01919,0.02153,-0.99957,-0.00589,0.63,-2.21,177.54,3,6991.501160
41,-14,59,-0.02109,0.02164,-0.99954,-0.00397,0.40,-2.43,177.53,3,6991.533491
42,-13,59,-0.01829,0.02127,-0.99959,-0.00546,0.58,-2.11,177.57,3,6991.566307
41,-13,60,-0.01894,0.02183,-0.99956,-0.00638,0.68,-2.19,177.51,3,6991.598279
41,-13,60,-0.01797,0.02025,-0.99963,-0.00379,0.39,-2.07,177.69,3,6991.630278
41,-13,59,-0.01925,0.02137,-0.99957,-0.00542,0.57,-2.22,177.56,3,6991.662513
41,-14,60,-0.01892,0.02116,-0.99958,-0.00518,0.55,-2.18,177.58,3,6991.694444
41,-14,59,-0.02025,0.02302,-0.99952,-0.00540,0.57,-2.33,177.37,3,6991.726447
41,-14,60,-0.01972,0.02202,-0.99954,-0.00729,0.79,-2.28,177.49,3,6991.758418
41,-13,59,-0.01827,0.02070,-0.99961,-0.00514,0.55,-2.11,177.64,3,6991.797522
41,-14,60,-0.01966,0.02144,-0.99956,-0.00511,0.54,-2.27,177.55,3,6991.830524
42,-12,59,-0.01904,0.02066,-0.99957,-0.00831,0.91,-2.20,177.65,3,6991.862552
42,-13,59,-0.02039,0.02115,-0.99953,-0.00829,0.90,-2.36,177.59,3,6991.894515
41,-13,59,-0.01818,0.02037,-0.99960,-0.00744,0.81,-2.10,177.68,3,6991.926504
41,-13,59,-0.01837,0.02090,-0.99958,-0.00744,0.81,-2.12,177.62,3,6991.958725
42,-13,60,-0.01780,0.01958,-0.99959,-0.01133,1.26,-2.06,177.78,3,6991.990644
41,-15,60,-0.01684,0.02057,-0.99959,-0.01077,1.20,-1.95,177.66,3,6992.022723
41,-14,59,-0.01792,0.02112,-0.99954,-0.01207,1.34,-2.08,177.60,3,6992.061736
41,-14,59,-0.01958,0.02165,-0.99953,-0.00931,1.02,-2.27,177.54,3,6992.094786
41,-14,60,-0.01838,0.02095,-0.99953,-0.01288,1.43,-2.14,177.63,3,6992.126762
41,-15,60,-0.01684,0.02057,-0.99959,-0.01077,1.20,-1.95,177.66,3,6992.158758
41,-14,60,-0.01786,0.01980,-0.99960,-0.00993,1.10,-2.07,177.75,3,6992.190711
41,-14,60,-0.01822,0.01978,-0.99960,-0.00885,0.97,-2.11,177.75,3,6992.222860
42,-14,60,-0.01866,0.02065,-0.99954,-0.01205,1.34,-2.17,177.66,3,6992.254886
41,-14,59,-0.01883,0.02229,-0.99953,-0.00933,1.02,-2.18,177.46,3,6992.286897
42,-14,59,-0.01828,0.02059,-0.99956,-0.01100,1.22,-2.12,177.66,3,6992.326872
42,-13,59,-0.01683,0.01906,-0.99966,-0.00629,0.68,-1.94,177.83,3,6992.361434
42,-14,59,-0.01912,0.02033,-0.99959,-0.00688,0.74,-2.21,177.68,3,6992.390982
42,-14,59,-0.01802,0.02127,-0.99954,-0.01172,1.30,-2.09,177.59,3,6992.422939
42,-14,59,-0.01796,0.02053,-0.99956,-0.01194,1.33,-2.09,177.67,3,6992.454938
42,-13,59,-0.01751,0.01963,-0.99958,-0.01205,1.34,-2.03,177.77,3,6992.487109
42,-13,58,-0.01606,0.01966,-0.99963,-0.00940,1.04,-1.86,177.76,3,6992.519047
43,-14,59,-0.01720,0.01902,-0.99963,-0.00881,0.97,-1.99,177.84,3,6992.551154
43,-14,59,-0.01627,0.01958,-0.99959,-0.01306,1.46,-1.89,177.78,3,6992.589912
42,-14,59,-0.01628,0.02034,-0.99958,-0.01305,1.46,-1.90,177.69,3,6992.623215
43,-14,59,-0.01544,0.02130,-0.99960,-0.01083,1.20,-1.80,177.58,3,6992.655180
43,-13,59,-0.01580,0.02127,-0.99960,-0.00975,1.08,-1.83,177.58,3,6992.687186
43,-13,59,-0.01704,0.01964,-0.99961,-0.01050,1.17,-1.98,177.77,3,6992.719188
43,-14,59,-0.01587,0.01870,-0.99965,-0.00974,1.08,-1.84,177.87,3,6992.751196
43,-13,59,-0.01832,0.01986,-0.99956,-0.01193,1.33,-2.13,177.75,3,6992.783316
43,-13,59,-0.01861,0.02063,-0.99955,-0.01109,1.23,-2.16,177.66,3,6992.815350
43,-13,59,-0.01646,0.02159,-0.99958,-0.00998,1.10,-1.91,177.54,3,6992.854384
43,-13,60,-0.01657,0.02060,-0.99962,-0.00716,0.78,-1.92,177.65,3,6992.886385
43,-13,60,-0.01572,0.02013,-0.99966,-0.00493,0.53,-1.81,177.70,3,6992.919441
43,-14,60,-0.01915,0.02107,-0.99954,-0.01024,1.13,-2.22,177.61,3,6992.951365
43,-13,60,-0.01938,0.02152,-0.99954,-0.00940,1.03,-2.24,177.55,3,6992.983376
43,-13,60,-0.01950,0.02077,-0.99955,-0.00902,0.99,-2.26,177.64,3,6993.015414
43,-13,60,-0.01871,0.02202,-0.99954,-0.00941,1.03,-2.17,177.50,3,6993.047535
43,-13,59,-0.01925,0.02100,-0.99958,-0.00583,0.62,-2.22,177.60,3,6993.079543
42,-14,61,-0.01735,0.01967,-0.99962,-0.00790,0.87,-2.01,177.76,3,6993.111528
42,-13,59,-0.01754,0.02195,-0.99957,-0.00797,0.87,-2.03,177.50,3,6993.150585
42,-13,59,-0.01798,0.02095,-0.99960,-0.00559,0.60,-2.07,177.61,3,6993.183686
42,-13,59,-0.01869,0.02079,-0.99958,-0.00722,0.78,-2.16,177.63,3,6993.215608
43,-14,60,-0.01908,0.02004,-0.99958,-0.00911,1.00,-2.21,177.72,3,6993.247598
42,-13,59,-0.01788,0.01981,-0.99964,-0.00333,0.34,-2.06,177.74,3,6993.279658
42,-14,59,-0.01770,0.01939,-0.99964,-0.00567,0.61,-2.04,177.79,3,6993.313369
42,-13,59,-0.01837,0.02111,-0.99959,-0.00638,0.69,-2.12,177.59,3,6993.343915
42,-13,59,-0.01805,0.02176,-0.99957,-0.00838,0.92,-2.09,177.52,3,6993.382835
43,-14,59,-0.01777,0.02099,-0.99958,-0.00922,1.01,-2.06,177.61,3,6993.414797
43,-13,59,-0.01840,0.02156,-0.99958,-0.00537,0.57,-2.12,177.54,3,6993.447862
43,-13,60,-0.01694,0.01998,-0.99964,-0.00524,0.56,-1.95,177.72,3,6993.479891
43,-14,59,-0.01771,0.02042,-0.99961,-0.00704,0.77,-2.05,177.67,3,6993.511828
42,-13,59,-0.01770,0.02206,-0.99957,-0.00746,0.81,-2.05,177.49,3,6993.543819
42,-14,59,-0.01791,0.01991,-0.99960,-0.00956,1.06,-2.07,177.74,3,6993.576071
42,-13,60,-0.01860,0.02185,-0.99956,-0.00745,0.81,-2.15,177.51,3,6993.608069
42,-14,60,-0.01768,0.01917,-0.99964,-0.00660,0.72,-2.04,177.82,3,6993.639999
41,-13,60,-0.01879,0.02150,-0.99958,-0.00433,0.45,-2.16,177.54,3,6993.678997
42,-13,59,-0.01931,0.02159,-0.99955,-0.00729,0.79,-2.23,177.54,3,6993.711969
42,-13,60,-0.01923,0.01953,-0.99959,-0.00870,0.95,-2.22,177.78,3,6993.744049
42,-13,59,-0.01931,0.02159,-0.99955,-0.00729,0.79,-2.23,177.54,3,6993.776063
42,-13,59,-0.01931,0.02159,-0.99955,-0.00729,0.79,-2.23,177.54,3,6993.810950
41,-14,60,-0.01892,0.02116,-0.99958,-0.00518,0.55,-2.18,177.58,3,6993.840135
41,-14,59,-0.01983,0.02217,-0.99955,-0.00244,0.23,-2.28,177.46,3,6993.872265
41,-14,59,-0.02029,0.02332,-0.99952,-0.00362,0.36,-2.33,177.33,3,6993.904253
41,-14,60,-0.01972,0.02202,-0.99954,-0.00729,0.79,-2.28,177.49,3,6993.943272
41,-14,59,-0.02064,0.02302,-0.99951,-0.00454,0.47,-2.38,177.37,3,6993.976125
42,-14,60,-0.01850,0.02074,-0.99960,-0.00519,0.55,-2.13,177.63,3,6994.008329
41,-14,59,-0.01983,0.02217,-0.99955,-0.00244,0.23,-2.28,177.46,3,6994.040249
