Intrinsic parameters (fx,fy,cx,cy) [pixel/mm]: 271.756104,271.710297,150.212082,128.845428
Rotation parameters (th_z,th_x,th_z2) [rad/s]: -1.247836,-2.419487,0.153713
Translation parameters (Tcw_x,Tcw_y,Tcw_z) [mm]: -2380.000000,-1065.000000,3200.000000
*C1:1,1,1|149.65|146.72|115.43|143.53|139.74|122.59|29985469.278#
*C1:1,1,1|149.64|146.86|115.43|143.53|139.74|122.59|29985469.305#
*C1:1,1,1|149.64|146.86|115.43|143.53|139.74|122.59|29985469.337#
*C1:1,1,1|149.64|146.86|115.43|143.53|139.74|122.59|29985469.369#
*C1:1,1,1|149.64|146.86|115.43|143.53|139.50|122.50|29985469.393#
*C1:1,1,1|149.76|146.51|115.43|143.53|139.50|122.50|29985469.425#
*C1:1,1,1|149.64|146.86|115.43|143.53|139.74|122.59|29985469.457#
*C1:1,1,1|149.64|146.86|115.43|143.53|139.74|122.59|29985469.489#
*C1:1,1,1|149.64|146.86|115.43|143.53|139.74|122.59|29985469.521#
*C1:1,1,1|149.64|146.86|115.43|143.53|139.50|122.50|29985469.553#
*C1:1,1,1|149.76|146.51|115.43|143.53|139.74|122.59|29985469.577#
*C1:1,1,1|149.76|146.51|115.43|143.53|139.74|122.59|29985469.609#
*C1:1,1,1|149.65|146.72|115.43|143.53|139.74|122.59|29985469.633#
*C1:1,1,1|149.64|146.86|115.43|143.53|139.74|122.59|29985469.665#
*C1:1,1,1|149.64|146.86|115.43|143.53|139.50|122.50|29985469.697#
*C1:1,1,1|149.64|146.86|115.43|143.53|139.50|122.50|29985469.729#
*C1:1,1,1|149.65|146.72|115.43|143.53|139.74|122.59|29985469.753#
*C1:1,1,1|149.65|146.72|115.43|143.53|139.74|122.59|29985469.785#
*C1:1,1,1|149.64|146.86|115.43|143.53|139.74|122.59|29985469.817#
*C1:1,1,1|149.64|146.86|115.43|143.53|139.74|122.59|29985469.849#
*C1:1,1,1|149.64|146.86|115.43|143.53|139.50|122.50|29985469.881#
*C1:1,1,1|149.64|146.86|115.43|143.53|139.50|122.50|29985469.905#
*C1:1,1,1|149.76|146.51|115.43|143.53|139.50|122.50|29985469.938#
*C1:1,1,1|149.65|146.72|115.43|143.53|139.74|122.59|29985469.969#
*C1:1,1,1|149.64|146.86|115.43|143.53|139.74|122.59|29985469.993#
*C1:1,1,1|149.64|146.86|115.43|143.53|139.74|122.59|29985470.025#
*C1:1,1,1|149.64|146.86|115.43|143.53|139.50|122.50|29985470.058#
*C1:1,1,1|149.64|146.86|115.43|143.53|139.50|122.50|29985470.090#
*C1:1,1,1|149.76|146.51|115.43|143.53|139.74|122.59|29985470.114#
*C1:1,1,1|149.76|146.51|115.43|143.53|139.74|122.59|29985470.146#
*C1:1,1,1|149.64|146.86|115.43|143.53|139.74|122.59|29985470.178#
*C1:1,1,1|149.64|146.86|115.43|143.53|139.74|122.59|29985470.210#
*C1:1,1,1|149.64|146.86|115.43|143.53|139.50|122.50|29985470.234#
*C1:1,1,1|149.76|146.51|115.43|143.53|139.50|122.50|29985470.266#
*C1:1,1,1|149.76|146.51|115.43|143.53|139.74|122.59|29985470.298#
*C1:1,1,1|149.64|146.86|115.43|143.53|139.74|122.59|29985470.330#
