1,-1,0,-2,2,-227,20,11.86,32,44,4,0,0,0,0,-1375679575.551,29978546.649,1405658071040.000
1,-1,1,-2,1,-227,20,11.86,32,44,4,0,0,0,0,-1375679575.541,29978546.659,1405658071040.000
2,-1,0,-2,1,-227,20,11.86,32,44,4,0,0,0,0,-1375679575.531,29978546.669,1405658071040.000
2,-2,0,-1,1,-228,20,11.86,32,44,4,0,0,0,0,-1375679575.521,29978546.682,1405658071040.000
1,-1,0,-1,1,-228,20,11.86,32,44,4,0,0,0,0,-1375679575.511,29978546.689,1405658071040.000
1,-1,0,-2,1,-226,20,11.86,32,44,4,0,0,0,0,-1375679575.501,29978546.699,1405658071040.000
1,-1,-1,-2,1,-226,20,11.86,32,44,4,0,0,0,0,-1375679575.491,29978546.709,1405658071040.000
0,-1,0,-1,1,-226,20,11.86,32,44,4,0,0,0,0,-1375679575.481,29978546.719,1405658071040.000
1,-2,0,-1,1,-226,20,11.86,32,44,4,0,0,0,0,-1375679575.471,29978546.730,1405658071040.000
1,-1,-1,-1,0,-226,20,11.86,32,43,4,0,0,0,0,-1375679575.461,29978546.739,1405658071040.000
1,-1,0,-1,0,-226,20,11.86,32,43,4,0,0,0,0,-1375679575.451,29978546.749,1405658071040.000
1,-1,1,-1,0,-228,20,11.88,32,43,4,0,0,0,0,-1375679575.441,29978546.759,1405658071040.000
1,-1,0,-1,0,-228,20,11.88,32,43,4,0,0,0,0,-1375679575.431,29978546.769,1405658071040.000
1,-1,0,-2,1,-227,20,11.88,32,43,4,0,0,0,0,-1375679575.421,29978546.779,1405658071040.000
0,0,-1,-2,1,-227,20,11.88,32,43,4,0,0,0,0,-1375679575.411,29978546.791,1405658071040.000
0,-1,-1,-1,0,-226,20,11.88,32,43,4,0,0,0,0,-1375679575.401,29978546.799,1405658071040.000
0,-1,-1,-1,0,-226,20,11.88,32,43,4,0,0,0,0,-1375679575.391,29978546.809,1405658071040.000
1,0,0,-1,1,-227,20,11.88,32,43,4,0,0,0,0,-1375679575.381,29978546.819,1405658071040.000
0,-1,0,-1,1,-227,20,11.88,32,43,4,0,0,0,0,-1375679575.371,29978546.829,1405658071040.000
1,-2,-1,-2,1,-228,20,11.88,32,43,4,0,0,0,0,-1375679575.361,29978546.839,1405658071040.000
1,-1,0,-2,1,-228,20,11.88,32,43,4,0,0,0,0,-1375679575.351,29978546.849,1405658071040.000
0,-1,0,-3,1,-227,20,11.86,32,43,4,0,0,0,0,-1375679575.341,29978546.859,1405658071040.000
0,-1,-1,-3,1,-227,20,11.86,32,43,4,0,0,0,0,-1375679575.331,29978546.869,1405658071040.000
1,-1,0,-2,2,-225,20,11.86,32,43,4,0,0,0,0,-1375679575.321,29978546.879,1405658071040.000
0,-1,-1,-2,2,-225,20,11.86,32,43,4,0,0,0,0,-1375679575.311,29978546.889,1405658071040.000
1,-1,0,-1,1,-226,20,11.86,32,43,4,0,0,0,0,-1375679575.301,29978546.901,1405658071040.000
2,-1,0,-1,1,-226,20,11.86,32,43,4,0,0,0,0,-1375679575.291,29978546.912,1405658071040.000
1,-1,1,-1,-1,-227,20,11.86,32,43,4,0,0,0,0,-1375679575.281,29978546.919,1405658071040.000
1,-1,0,-1,-1,-227,20,11.86,32,43,4,0,0,0,0,-1375679575.271,29978546.929,1405658071040.000
1,-1,0,-2,0,-226,20,11.86,32,43,4,0,0,0,0,-1375679575.261,29978546.939,1405658071040.000
0,-1,1,-2,0,-226,20,11.86,32,43,4,0,0,0,0,-1375679575.251,29978546.949,1405658071040.000
1,-1,0,-2,0,-226,20,11.86,32,43,4,0,0,0,0,-1375679575.241,29978546.959,1405658071040.000
0,-1,0,-1,0,-227,20,11.86,32,43,4,0,0,0,0,-1375679575.231,29978546.969,1405658071040.000
1,-1,1,-1,0,-227,20,11.86,32,43,4,0,0,0,0,-1375679575.221,29978546.979,1405658071040.000
1,-1,-1,-2,2,-228,20,11.86,32,43,4,0,0,0,0,-1375679575.211,29978546.989,1405658071040.000
0,-2,-1,-2,2,-228,20,11.86,32,43,4,0,0,0,0,-1375679575.201,29978546.999,1405658071040.000
1,-1,-1,-1,1,-229,20,11.86,32,43,4,0,0,0,0,-1375679575.191,29978547.011,1405658071040.000
1,-1,-2,-1,1,-229,20,11.86,32,43,4,0,0,0,0,-1375679575.181,29978547.019,1405658071040.000
1,-1,0,-2,1,-227,20,11.86,32,43,4,0,0,0,0,-1375679575.171,29978547.029,1405658071040.000
1,-2,-1,-2,1,-227,20,11.86,32,43,4,0,0,0,0,-1375679575.161,29978547.039,1405658071040.000
1,-2,1,-3,2,-229,20,11.86,32,43,3,0,0,0,0,-1375679575.151,29978547.049,1405658071040.000
1,-1,0,-3,2,-229,20,11.86,32,43,4,0,0,0,0,-1375679575.141,29978547.059,1405658071040.000
0,-1,0,-2,1,-227,20,11.86,32,43,4,0,0,0,0,-1375679575.131,29978547.069,1405658071040.000
1,-1,0,-2,1,-227,20,11.86,32,43,4,0,0,0,0,-1375679575.121,29978547.079,1405658071040.000
0,-1,0,0,2,-225,20,11.86,32,43,4,0,0,0,0,-1375679575.111,29978547.089,1405658071040.000
0,0,0,0,2,-225,20,11.86,32,43,4,0,0,0,0,-1375679575.101,29978547.099,1405658071040.000
1,-1,0,-3,2,-226,20,11.86,32,43,4,0,0,0,0,-1375679575.091,29978547.109,1405658071040.000
0,0,0,-3,2,-226,20,11.86,32,43,4,0,0,0,0,-1375679575.081,29978547.121,1405658071040.000
0,0,1,-2,1,-228,20,11.86,32,43,4,0,0,0,0,-1375679575.071,29978547.143,1405658071040.000
1,-1,-1,-2,1,-228,20,11.86,31,43,4,0,0,0,0,-1375679575.052,29978547.149,1405658071040.000
2,-1,0,-2,1,-226,20,11.86,31,43,4,0,0,0,0,-1375679575.042,29978547.160,1405658071040.000
